activ,rtype,depth,high,shgt,usedhgt,weight,usedwgt,slottype,link,serial,mixbatch,mixitems,noalloc,frzstock,radionum,width,wide,usedwidth,check_num,pltperpos,oldslot,autoreleas,mixitemmov,fznomove,movetoslot,desc,item,sdepth,usedvol,svolume,isrecvbay,usedeffrz,deffrzcode,loccode,aisle,bay,level,position,loccodemt,aislemt,baymt,levelmt,positionmt,ispickslot,area,okpickslot,multiitmpk,hostloc,replenmeth,mixuseby,chargegrp,stkcfgmvfr,okstkcfgmv,cycitmacc,category,addsltocyc,counttimes,canmvfrz,donotpick,lstcounted
Y,1,1,1,1500,147,1000,55,R, ,0, , ,F, ,,1210,1,1310,37,F,26402C,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,40, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,201,1000,129.696,R, ,0, , ,F, ,,1210,1,1310,63,F,26401D,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,40, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,267,1000,88.9,R, ,0, , ,F, ,,1210,1,1310,61,F,26402D,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,40, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1232,2000,69.55,R, ,0, , ,F, ,,1210,1,1310,50,F,26421A,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,42, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,464,1000,111.2,R, ,0, , ,F, ,,1210,1,1310,79,F,26421B,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,42, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1139,1000,293.15,R, ,0, , ,F, ,,1210,1,1310,29,F,26421C,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,42, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,964,1000,212,R, ,0, , ,F, ,,1210,1,1310,30,F,26422C,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,42, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,350,1000,61.28,R, ,0, , ,F, ,,1210,1,1310,81,F,26421D,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,42, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,203,1000,52.5,R, ,0, , ,F, ,,1210,1,1310,89,F,26422D,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,42, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,565,2000,219.25,R, ,0, , ,F, ,,1210,1,1310,65,F,26441A,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,273,2000,71.4,R, ,0, , ,F, ,,1210,1,1310,92,F,26442A,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,773,1000,204,R, ,0, , ,F, ,,1210,1,1310,18,F,26441B,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,413,1000,80,R, ,0, , ,F, ,,1210,1,1310,95,F,26442B,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,636,1000,168,R, ,0, , ,F, ,,1210,1,1310,80,F,26441C,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,454,1000,455.6,R, ,0, , ,F, ,,1210,1,1310,23,F,26442C,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,24,F,26441D,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,55,F,26442D,F, ,F,,,,1210,0,2.592,F, ,,  R, PP,44, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1098,2000,280.074,R, ,0, , ,F, ,,1210,1,1310,60,F,28291A,F, ,F,,,,1210,0,2.592,F, ,,  R, RR,29, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,737,1000,166.8,R, ,0, , ,F, ,,1210,1,1310,7,F,28291B,F, ,F,,,,1210,0,2.592,F, ,,  R, RR,29, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,605,1000,94.8,R, ,0, , ,F, ,,1210,1,1310,18,F,28291C,F, ,F,,,,1210,0,2.592,F, ,,  R, RR,29, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,325,1000,106.2,R, ,0, , ,F, ,,1210,1,1310,99,F,28291D,F, ,F,,,,1210,0,2.592,F, ,,  R, RR,29, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,372,1000,78.08,R, ,0, , ,F, ,,1210,1,1310,85,F,26422B,F, ,F,,,,1210,0,-1,F, ,,  R, PP,42, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,615,2000,136.57,R, ,0, , ,F, ,,1210,1,1310,55,F,26422A,F, ,F,,,,1210,0,-1,F, ,,  R, PP,42, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,96,1000,33,R, ,0, , ,F, ,,1210,1,1310,55,F,32212D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,21, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,90,F,32231D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,23, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,83,F,32232D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,23, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1113,1000,269.492,R, ,0, , ,F, ,,1210,1,1310,85,F,26302B,F, ,F,,,,1210,0,-1,F, ,,  R, PP,30, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,553,2000,110.7,R, ,0, , ,F, ,,1210,1,1310,55,F,26302A,F, ,F,,,,1210,0,-1,F, ,,  R, PP,30, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1053,2000,211.2,R, ,0, , ,F, ,,1210,1,1310,90,F,26322A,F, ,F,,,,1210,0,-1,F, ,,  R, PP,32, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,83,F,26322B,F, ,F,,,,1210,0,-1,F, ,,  R, PP,32, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,34,F,32211D,F, ,F,,,,1210,0,2.592,F, ,,  R, VV,21, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,563,2000,214,R, ,0, , ,F, ,,1210,1,1310,85,F,27271A,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,630,2000,143.5,R, ,0, , ,F, ,,1210,1,1310,55,F,27272A,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,724,1000,77.28,R, ,0, , ,F, ,,1210,1,1310,90,F,27271B,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,893,1000,222.9,R, ,0, , ,F, ,,1210,1,1310,83,F,27272B,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,600,1000,193.2,R, ,0, , ,F, ,,1210,1,1310,24,F,27271C,F, ,F,,,,1210,0,0.2178,F, ,,  R, QQ,27, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,508,1000,179.4,R, ,0, , ,F, ,,1210,1,1310,76,F,27272C,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,538,1000,164.8,R, ,0, , ,F, ,,1210,1,1310,55,F,27271D,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,724,1000,77.28,R, ,0, , ,F, ,,1210,1,1310,13,F,27272D,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,27, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,277,2000,77.55,R, ,0, , ,F, ,,1210,1,1310,38,F,27331A,F, ,F,,,,1210,0,2.178,F, ,,  R, QQ,33, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,301,2000,66.25,R, ,0, , ,F, ,,1210,1000,1310,85,F,28242A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,24, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,57,F,10011D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,1, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,301,10000,66.25,R, ,0, , ,F, ,,1210,1000,1310,55,F,28241A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,24, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,33,F,10012D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,1, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,67,F,10031D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,3, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,40,F,10032D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,3, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,82,F,10051D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,5, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,20,F,10052D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,5, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,28,F,10071D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,7, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,88,F,10072D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,7, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,88,F,10091D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,9, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,64,F,10092D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,9, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,61,F,10111D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,11, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,51,F,10112D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,11, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,10000,10000,1500,0,100000,0,R, ,0, , ,F, ,,1200,1000,0,39,F,10131D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,13, D,1,,,,,,F,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,38,F,10132D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,13, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,723,2000,159,R, ,0, , ,F, ,,1210,1000,1310,90,F,28262A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,26, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,10,F,10151D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,15, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,72,F,10152D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,15, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,38,F,10171D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,17, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1500,723,2000,159,R, ,0, , ,F, ,,1210,1000,1310,83,F,28261A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,26, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,30,F,10172D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,17, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,1,F,10191D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,19, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,249,2000,117.25,R, ,0, , ,F, ,,1210,1,1310,24,F,28282A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,28, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,89,F,10192D,F, ,F,,,,1200,0,-1,F, ,,  R, X0,19, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,101,2000,15.8,R, ,0, , ,F, ,,1210,1,1310,76,F,28281A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,28, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,793,2000,153.24,R, ,0, , ,F, ,,1210,1,1310,55,F,28302A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,30, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,702,2000,790.4,R, ,0, , ,F, ,,1210,1,1310,13,F,28301A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,30, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,69,2000,50.07,R, ,0, , ,F, ,,1210,1,1310,38,F,28322A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,32, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,267,2000,78.5,R, ,0, , ,F, ,,1210,1,1310,57,F,28321A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,32, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,711,2000,498.8,R, ,0, , ,F, ,,1210,1,1310,33,F,28341A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,34, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,686,2000,380.4,R, ,0, , ,F, ,,1210,1,1310,67,F,28342A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,34, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,374,2000,240.03,R, ,0, , ,F, ,,1210,1,1310,40,F,28361A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,36, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,364,2000,129.1,R, ,0, , ,F, ,,1210,1,1310,82,F,28362A,F, ,F,,,,1210,0,2.178,F, ,,  R, RR,36, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,76,1000,25.4,R, ,0, , ,F, ,,1210,1,1310,85,F,28241B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,24, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,405,1000,67.2,R, ,0, , ,F, ,,1210,1,1310,55,F,28241C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,24, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,482,1000,106,R, ,0, , ,F, ,,1210,1,1310,90,F,28241D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,24, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,397,1000,166.185,R, ,0, , ,F, ,,1210,1,1310,83,F,28242B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,24, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,311,1000,22,R, ,0, , ,F, ,,1210,1,1310,24,F,28242C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,24, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,76,F,28242D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,24, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,630,1000,143.5,R, ,0, , ,F, ,,1210,1,1310,55,F,28261B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,26, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,137,1000,55,R, ,0, , ,F, ,,1210,1,1310,13,F,28261C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,26, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,206,1000,67.2,R, ,0, , ,F, ,,1210,1,1310,38,F,28261D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,26, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,257,1000,75.4,R, ,0, , ,F, ,,1210,1,1310,57,F,28262B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,26, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,246,1000,72.9,R, ,0, , ,F, ,,1210,1,1310,33,F,28262C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,26, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,383,1000,96,R, ,0, , ,F, ,,1210,1,1310,67,F,28262D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,26, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,374,1000,165.7,R, ,0, , ,F, ,,1210,1,1310,40,F,28281B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,28, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,10001,1500,246,100000,55.4,R, ,0, , ,F, ,,1210,1000,1310,82,F,28281C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,28, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,108,1000,32.5,R, ,0, , ,F, ,,1210,1,1310,20,F,28281D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,28, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,362,1000,109.05,R, ,0, , ,F, ,,1210,1,1310,28,F,28282B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,28, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,784,1000,257.4,R, ,0, , ,F, ,,1210,1,1310,88,F,28282C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,28, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,278,1000,42,R, ,0, , ,F, ,,1210,1,1310,88,F,28282D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,28, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,614,2000,174.8,R, ,0, , ,F, ,,1210,1,1310,64,F,27231A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,273,1000,70.5,R, ,0, , ,F, ,,1210,1,1310,61,F,27231B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1006,2000,165.6,R, ,0, , ,F, ,,1210,1,1310,51,F,27231C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1101,1000,382.2,R, ,0, , ,F, ,,1210,1,1310,39,F,27231D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,284,2000,84.5,R, ,0, , ,F, ,,1210,1,1310,38,F,27232A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,724,1000,77.28,R, ,0, , ,F, ,,1210,1,1310,10,F,27232B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,321,2000,63.09,R, ,0, , ,F, ,,1210,1,1310,72,F,27232C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,342,1000,89.11,R, ,0, , ,F, ,,1210,1,1310,38,F,27232D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,23, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1348,2000,244.8,R, ,0, , ,F, ,,1210,1,1310,30,F,27251A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,408,1000,122,R, ,0, , ,F, ,,1210,1,1310,1,F,27251B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,390,1000,145.36,R, ,0, , ,F, ,,1210,1,1310,89,F,27251C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,693,1000,157.85,R, ,0, , ,F, ,,1210,1,1310,24,F,27251D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,886,2000,280.65,R, ,0, , ,F, ,,1210,1,1310,8,F,27252A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,431,1000,146.25,R, ,0, , ,F, ,,1210,1,1310,80,F,27252B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,478,1000,96.7,R, ,0, , ,F, ,,1210,1,1310,94,F,27252C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,824,1000,184.5,R, ,0, , ,F, ,,1210,1,1310,42,F,27252D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,25, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,630,2000,143.5,R, ,0, , ,F, ,,1210,1,1310,69,F,27291A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,216,1000,54.8,R, ,0, , ,F, ,,1210,1,1310,5,F,27291B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,726,1000,41.53,R, ,0, , ,F, ,,1210,1,1310,40,F,27291C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
