activ,rtype,depth,high,shgt,usedhgt,weight,usedwgt,slottype,link,serial,mixbatch,mixitems,noalloc,frzstock,radionum,width,wide,usedwidth,check_num,pltperpos,oldslot,autoreleas,mixitemmov,fznomove,movetoslot,desc,item,sdepth,usedvol,svolume,isrecvbay,usedeffrz,deffrzcode,loccode,aisle,bay,level,position,loccodemt,aislemt,baymt,levelmt,positionmt,ispickslot,area,okpickslot,multiitmpk,hostloc,replenmeth,mixuseby,chargegrp,stkcfgmvfr,okstkcfgmv,cycitmacc,category,addsltocyc,counttimes,canmvfrz,donotpick,lstcounted
Y,1,1,1,1500,133,1000,17.9,R, ,0, , ,F, ,,1210,1,1310,80,F,27291D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1348,2000,244.8,R, ,0, , ,F, ,,1210,1,1310,80,F,27292A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,396,1000,132,R, ,0, , ,F, ,,1210,1,1310,73,F,27292B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,114,1000,32.4,R, ,0, , ,F, ,,1210,1,1310,26,F,27292C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,316,1000,119.7,R, ,0, , ,F, ,,1210,1,1310,95,F,27292D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,29, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,4120,2000,886.6,R, ,0, , ,F, ,,1210,1,1310,62,F,27311A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,505,1000,143.552,R, ,0, , ,F, ,,1210,1,1310,62,F,27311B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,198,1000,41.05,R, ,0, , ,F, ,,1210,1,1310,19,F,27311C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,326,1000,112.88,R, ,0, , ,F, ,,1210,1,1310,92,F,27311D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,206,2000,63.5,R, ,0, , ,F, ,,1210,1,1310,94,F,27312A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,410,1000,122.1,R, ,0, , ,F, ,,1210,1,1310,4,F,27312B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1661,1000,357.5,R, ,0, , ,F, ,,1210,1,1310,93,F,27312C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,241,1000,67.6,R, ,0, , ,F, ,,1210,1,1310,24,F,27312D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,31, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,14,F,27212D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,21, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,635,2000,96.22,R, ,0, , ,F, ,,1210,1,1310,28,F,27211A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,21, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,547,1000,109,R, ,0, , ,F, ,,1210,1,1310,7,F,27211D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,21, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,340,2000,87.3,R, ,0, , ,F, ,,1210,1,1310,11,F,27212A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,21, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,519,1000,157.926,R, ,0, , ,F, ,,1210,1,1310,58,F,28301B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,30, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,712,1000,183.6,R, ,0, , ,F, ,,1210,1,1310,40,F,28301C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,30, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,29,F,28301D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,30, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,198,1000,57.8,R, ,0, , ,F, ,,1210,1,1310,20,F,28302B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,30, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,630,1000,143.5,R, ,0, , ,F, ,,1210,1,1310,67,F,28302C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,30, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
N,1,1,1,1500,109,1000,23,R, ,0, , ,F, ,,1210,1,1310,24,F,28302D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,30, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,387,1000,122.4,R, ,0, , ,F, ,,1210,1,1310,86,F,28321B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,32, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,123,1000,44.8,R, ,0, , ,F, ,,1210,1,1310,37,F,28321C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,32, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,102,1000,25.5,R, ,0, , ,F, ,,1210,1,1310,45,F,28321D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,32, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,80,F,28322B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,32, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,498,1000,171.7,R, ,0, , ,F, ,,1210,1,1310,21,F,28322C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,32, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,300,1000,105.3,R, ,0, , ,F, ,,1210,1,1310,25,F,28322D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,32, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,723,1000,159,R, ,0, , ,F, ,,1210,1,1310,47,F,28341B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,34, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,241,1000,53,R, ,0, , ,F, ,,1210,1,1310,43,F,28341C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,34, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,43,F,28341D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,34, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,212,1000,25.4,R, ,0, , ,F, ,,1210,1,1310,59,F,28342B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,34, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,379,1000,113.25,R, ,0, , ,F, ,,1210,1,1310,35,F,28342C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,34, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,89,1000,22.938,R, ,0, , ,F, ,,1210,1,1310,37,F,28342D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,34, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,640,1000,188.4,R, ,0, , ,F, ,,1210,1,1310,37,F,28361B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,36, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,640,1000,188.4,R, ,0, , ,F, ,,1210,1,1310,71,F,28361C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,36, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,405,1000,60.69,R, ,0, , ,F, ,,1210,1,1310,37,F,28361D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,36, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,571,1000,162.45,R, ,0, , ,F, ,,1210,1,1310,63,F,28362B,F, ,F,,,,1210,0,-1,F, ,,  R, RR,36, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,179,1000,48,R, ,0, , ,F, ,,1210,1,1310,61,F,28362C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,36, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,50,F,28362D,F, ,F,,,,1210,0,-1,F, ,,  R, RR,36, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,85,F,32011B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,55,F,32011C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,90,F,32011D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,875,2000,597.76,R, ,0, , ,F, ,,1210,1,1310,83,F,32012A,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,24,F,32012B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,568,1000,106.232,R, ,0, , ,F, ,,1210,1,1310,76,F,32012C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,55,F,32012D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,1, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1000,1000,1200,0,2000,0,R, ,0, , ,F, ,,1200,1000,0,13,F,32031B,F, ,F,,,,1200,0,1.728,F, ,,  R, VV,3, B,1,,,,,,F,RESERVE,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,38,F,32031C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,3, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,57,F,32031D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,3, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,734,2000,139.4,R, ,0, , ,F, ,,1210,1,1310,33,F,32032A,F, ,F,,,,1210,0,-1,F, ,,  R, VV,3, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,67,F,32032B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,3, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,40,F,32032C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,3, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,82,F,32032D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,3, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,953,1000,204.96,R, ,0, , ,F, ,,1210,1,1310,20,F,32051B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,5, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,28,F,32051C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,5, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,88,F,32051D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,5, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,88,F,32071B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,64,F,32071C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,61,F,32071D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,921,2000,161.14,R, ,0, , ,F, ,,1210,1,1310,51,F,32072A,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,68,1000,22.08,R, ,0, , ,F, ,,1210,1,1310,39,F,32072B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,38,F,32072C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,10,F,32072D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,7, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,72,F,32091B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,38,F,32091C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,30,F,32091D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,1,F,32092A,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,89,F,32092B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,875,1000,232.6,R, ,0, , ,F, ,,1210,1,1310,24,F,32092C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,530,1000,237.15,R, ,0, , ,F, ,,1210,1,1310,8,F,32092D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,9, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,80,F,32111B,F, ,F,,,,1210,0,-1,F, ,,  R, VV,11, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,94,F,32111C,F, ,F,,,,1210,0,-1,F, ,,  R, VV,11, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,42,F,32111D,F, ,F,,,,1210,0,-1,F, ,,  R, VV,11, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,69,F,33032A,F, ,F,,,,1210,0,-1,F, ,,  R, WW,3, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,3225,200,364.9,P, ,0, , ,F, ,,1200,1,1310,5,F,330911,F, ,F,,,,1200,0,-1,F, ,,  R, WW,9,1,1,,,,,,T,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,200,0,R, ,0, , ,F, ,,1200,1,0,40,F,330912,F, ,F,,,,1200,0,-1,F, ,,  R, WW,9,1,2,,,,,,F,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,49030,200,13542.67,P, ,0, , ,F, ,,1200,1,1310,80,F,331111,F, ,F,,,,1200,0,-1,F, ,,  R, WW,11,1,1,,,,,,T,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,35235,200,9477.985,P, ,0, , ,F, ,,1200,1,1310,73,F,331311,F, ,F,,,,1200,0,-1,F, ,,  R, WW,13,1,1,,,,,,T,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,772,1000,203,R, ,0, , ,F, ,,1210,1,1310,95,F,28201C,F, ,F,,,,1210,0,-1,F, ,,  R, RR,20, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,401,2000,115.8,R, ,0, , ,F, ,,1210,1,1310,85,F,23331A,F, ,F,,,,1210,0,1.77156,F, ,,  R, MM,33, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1519,2000,328,R, ,0, , ,F, ,,1210,1,1310,85,F,27332A,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,738,1000,237.6,R, ,0, , ,F, ,,1210,1,1310,55,F,27331B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,1369,1000,305,R, ,0, , ,F, ,,1210,1,1310,90,F,27331C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,752,1000,232.5,R, ,0, , ,F, ,,1210,1,1310,83,F,27331D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,449,1000,217.35,R, ,0, , ,F, ,,1210,1,1310,24,F,27332B,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,76,F,27332C,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,325,1000,59.6,R, ,0, , ,F, ,,1210,1,1310,55,F,27332D,F, ,F,,,,1210,0,-1,F, ,,  R, QQ,33, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,450,0,200,13,P, ,0, , ,F, ,,430,1,0,85,F,32515,F, ,F,,,,830,0,1,F, ,,  R, GG,25,1,5,,,,,,T,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,450,10,200,6.5,P, ,0, , ,F, ,,430,1,1310,55,F,32516,F, ,F,,,,830,0,1,F, ,,  R, GG,25,1,6,,,,,,T,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
 ,1,1,1,1500,458,1000,147.2,R, ,0, , ,F, ,,1210,1,1310,85,F,01311D,F, ,F,,,,1210,0,2.178,F, ,,  R, II,31, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,590,1000,193.2,R, ,0, , ,F, ,,1210,1,1310,55,F,01312D,F, ,F,,,,1210,0,2.178,F, ,,  R, II,31, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,85,F,01991A,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,55,F,01991B,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, B,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,90,F,01991C,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, C,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,83,F,01991D,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, D,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,2000,0,R, ,0, , ,F, ,,1210,1,0,24,F,01992A,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,76,F,01992B,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, B,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,55,F,01992C,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, C,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,0,1000,0,R, ,0, , ,F, ,,1210,1,0,13,F,01992D,F, ,F,,,,1210,0,-1,F, ,,  R, II,99, D,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,450,0,200,0,R, ,0, , ,F, ,,430,1,0,85,F,14817,F, ,F,,,,830,0,1,F, ,,  R, II,48,1,7,,,,,,F,,T,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,781,2000,270,R, ,0, , ,F, ,,1210,1,1310,85,F,23031A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,3, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,374,2000,132,R, ,0, , ,F, ,,1210,1,1310,55,F,23032A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,3, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,664,2000,212.773,R, ,0, , ,F, ,,1210,1,1310,90,F,23041A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,4, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,473,2000,360,R, ,0, , ,F, ,,1210,1,1310,83,F,23061A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,6, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,190,2000,51.2,R, ,0, , ,F, ,,1210,1,1310,24,F,23062A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,6, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,493,2000,378.3,R, ,0, , ,F, ,,1210,1,1310,76,F,23091A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,9, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,473,2000,167.96,R, ,0, , ,F, ,,1210,1,1310,55,F,23101A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,10, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,618,2000,194.4,R, ,0, , ,F, ,,1210,1,1310,13,F,23102A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,10, A,2,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,831,2000,258.24,R, ,0, , ,F, ,,1210,1,1310,38,F,23111A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,11, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
Y,1,1,1,1500,693,2000,79.2,R, ,0, , ,F, ,,1210,1,1310,57,F,23121A,F, ,F,,,,1210,0,-1,F, ,,  R, MM,12, A,1,,,,,,F,,F,F,, , ,,,, ,,F,0, ,F,/  /       :  :
