item,des,externalid,owner,hits,units,aveunitday,cases,pallets,cube,unitpcase,dayshit,physqty,contnum,familycode,ti,hi,majgroup,mingroup,catagory,loccode,aisle,bay,level,position
"      519491","Beauty of Horses 4pk Coaster","      519491","LAD",3,1,0.500,0.021,0.001,0.004290,48,2,240.000,"","",6,4,"ASH","124","","  R"," GG"," 28"," 3"," 2"
"      519491","Beauty of Horses 4pk Coaster","      519491","LAD",2,1,0.500,0.021,0.001,0.000990,48,2,240.000,"","",6,4,"ASH","124","","  R"," HH"," 40"," 4"," 5"
"      519493","Beauty of Horses Cantering Spirit","      519493","LAD",1,1,1.000,0.005,0.000,0.000230,198,1,446.000,"","",6,4,"ASH","124","","  R"," HH"," 47"," 4"," 9"
"      519493","Beauty of Horses Cantering Spirit","      519493","LAD",1,6,6.000,0.030,0.001,0.001250,198,1,446.000,"","",6,4,"ASH","124","","  R"," FF"," 39"," 2"," 5"
"      519494","Beauty of Horses In the Pasture S","      519494","LAD",3,6,2.000,0.030,0.001,0.003750,198,3,356.000,"","",6,4,"ASH","124","","  R"," FF"," 39"," 2"," 4"
"      519494","Beauty of Horses In the Pasture S","      519494","LAD",1,2,2.000,0.010,0.000,0.000470,198,1,356.000,"","",6,4,"ASH","124","","  R"," HH"," 47"," 4"," 2"
"      519497","Beauty of Horses Better Together","      519497","LAD",1,1,1.000,0.083,0.003,0.002100,12,1,1118.000,"","",6,4,"ASH","124","","  R"," HH"," 44"," 4"," 2"
"      519498","Beauty of Horses In the Pasture 5","      519498","LAD",2,4,2.000,0.333,0.014,0.017160,12,2,1057.000,"","",6,4,"ASH","124","","  R"," FF"," 41"," 4"," 4"
"      519499","Beauty of Horses Kitchen Towel","      519499","LAD",5,6,2.000,0.050,0.002,0.022800,120,3,690.000,"","",6,4,"ASH","124","","  R"," FF"," 45"," 2"," 5"
"      519586","Letters of Aus A Large Can Mug","      519586","LAD",3,2,0.667,0.083,0.003,0.019860,24,3,144.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 4"," 1"
"      519587","Letters of Aus B Large Can Mug","      519587","LAD",3,1,0.333,0.042,0.002,0.018670,24,3,156.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 4"," 2"
"      519588","Letters of Aus C Large Can Mug","      519588","LAD",2,6,3.000,0.250,0.010,0.017480,24,2,164.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 4"," 3"
"      519589","Letters of Aus D Large Can Mug","      519589","LAD",4,6,1.500,0.250,0.010,0.034960,24,4,134.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 4"," 4"
"      519590","Letters of Aus E Large Can Mug","      519590","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,185.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 4"," 5"
"      519592","Letters of Aus G Large Can Mug","      519592","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,190.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 3"," 1"
"      519594","Letters of Aus I Large Can Mug","      519594","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,231.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 3"," 3"
"      519595","Letters of Aus J Large Can Mug","      519595","LAD",4,6,1.500,0.250,0.010,0.034960,24,4,139.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 3"," 4"
"      519596","Letters of Aus K Large Can Mug","      519596","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,143.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 3"," 5"
"      519597","Letters of Aus L Large Can Mug","      519597","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,163.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 3"," 6"
"      519598","Letters of Aus M Large Can Mug","      519598","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,97.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 2"," 1"
"      519598","Letters of Aus M Large Can Mug","      519598","LAD",2,1,0.500,0.042,0.002,0.002380,24,2,97.000,"","",6,4,"ASH","120","","  R"," HH"," 39"," 5","17"
"      519599","Letters of Aus N Large Can Mug","      519599","LAD",3,6,2.000,0.250,0.010,0.026220,24,3,224.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 2"," 2"
"      519600","Letters of Aus O Large Can Mug","      519600","LAD",1,6,6.000,0.250,0.010,0.008740,24,1,243.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 2"," 3"
"      519601","Letters of Aus P Large Can Mug","      519601","LAD",3,1,0.333,0.042,0.002,0.018670,24,3,190.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 2"," 4"
"      519603","Letters of Aus R Large Can Mug","      519603","LAD",3,6,2.000,0.250,0.010,0.026220,24,3,194.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 2"," 6"
"      519604","Letters of Aus S Large Can Mug","      519604","LAD",3,6,2.000,0.250,0.010,0.026220,24,3,143.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 1"," 1"
"      519605","Letters of Aus T Large Can Mug","      519605","LAD",2,6,3.000,0.250,0.010,0.026210,24,2,185.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 1"," 2"
"      519608","Letters of Aus W Large Can Mug","      519608","LAD",2,6,3.000,0.250,0.010,0.017480,24,2,198.000,"","",6,4,"ASH","120","","  R"," DD"," 39"," 1"," 5"
"      519614","Letters of Aus C Travel Mug","      519614","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,227.000,"","",6,4,"ASH","120","","  R"," HH"," 41"," 5","12"
"      519615","Letters of Aus D Travel Mug","      519615","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,244.000,"","",6,4,"ASH","120","","  R"," DD"," 40"," 4"," 3"
"      519622","Letters of Aus K Travel Mug","      519622","LAD",1,6,6.000,0.250,0.010,0.012670,24,1,222.000,"","",6,4,"ASH","120","","  R"," DD"," 40"," 3"," 2"
"      519624","Letters of Aus M Travel Mug","      519624","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,227.000,"","",6,4,"ASH","120","","  R"," HH"," 39"," 4","16"
"      519627","Letters of Aus P Travel Mug","      519627","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,243.000,"","",6,4,"ASH","120","","  R"," HH"," 41"," 5","17"
"      519629","Letters of Aus R Travel Mug","      519629","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,238.000,"","",6,4,"ASH","120","","  R"," DD"," 40"," 2"," 1"
"      519630","Letters of Aus S Travel Mug","      519630","LAD",1,6,6.000,0.250,0.010,0.012670,24,1,232.000,"","",6,4,"ASH","120","","  R"," DD"," 40"," 1"," 6"
"      519633","Letters of Aus V Travel Mug","      519633","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,254.000,"","",6,4,"ASH","120","","  R"," DD"," 40"," 1"," 3"
"      519667","Heritage Rose 900ml Infuser Teapo","      519667","LAD",39,2,0.250,0.333,0.014,0.475290,6,8,279.000,"","",6,4,"ASH","122","","  R"," FF"," 44"," 4"," 2"
"      519668","Heritage Rose Travel Mug","      519668","LAD",5,6,1.200,0.250,0.010,0.052930,24,5,325.000,"","",6,4,"ASH","122","","  R"," FF"," 44"," 4"," 4"
"      519668","Heritage Rose Travel Mug","      519668","LAD",2,3,1.500,0.125,0.005,0.006640,24,2,325.000,"","",6,4,"ASH","122","","  R"," HH"," 40"," 4"," 4"
"      519669","HERITAGE ROSE WIDE FLARE MUG","      519669","LAD",25,6,0.353,0.250,0.010,0.163920,24,17,794.000,"","",6,4,"ASH","122","","  R"," FF"," 44"," 4"," 3"
"      519669","HERITAGE ROSE WIDE FLARE MUG","      519669","LAD",3,3,1.000,0.125,0.005,0.004950,24,3,794.000,"","",6,4,"ASH","122","","  R"," HH"," 45"," 4"," 9"
"      519670","HERITAGE ROSE CAN MUG","      519670","LAD",98,6,0.333,0.250,0.010,0.830290,24,18,66.000,"","",6,4,"ASH","122","","  R"," FF"," 46"," 4"," 6"
"      519670","HERITAGE ROSE CAN MUG","      519670","LAD",1,5,5.000,0.208,0.009,0.005610,24,1,66.000,"","",6,4,"ASH","122","","  R"," HH"," 47"," 3"," 4"
"      519671","HERITAGE ROSE 3 PIECE INFUSER","      519671","LAD",74,6,0.600,0.250,0.010,0.730380,24,10,323.000,"","",6,4,"ASH","122","","  R"," FF"," 44"," 4"," 6"
"      519671","HERITAGE ROSE 3 PIECE INFUSER","      519671","LAD",2,2,1.000,0.083,0.003,0.006560,24,2,323.000,"","",6,4,"ASH","122","","  R"," HH"," 42"," 2","15"
"      519672","HERITAGE ROSE CUP AND SAUCER","      519672","LAD",55,6,0.750,0.500,0.021,1.030150,12,8,12.000,"","",6,4,"ASH","122","","  R"," FF"," 48"," 2"," 3"
"      519672","HERITAGE ROSE CUP AND SAUCER","      519672","LAD",1,4,4.000,0.333,0.014,0.009790,12,1,12.000,"","",6,4,"ASH","122","","  R"," HH"," 40"," 1","19"
"      519673","Heritage Rose Tea For One","      519673","LAD",77,4,0.250,0.167,0.007,1.108360,24,16,360.000,"","",6,4,"ASH","122","","  R"," FF"," 23"," 1"," 7"
"      519673","Heritage Rose Tea For One","      519673","LAD",3,3,1.000,0.125,0.005,0.011700,24,3,360.000,"","",6,4,"ASH","122","","  R"," HH"," 48"," 5"," 8"
"      519676","HERITAGE ROSE TEAPOT AND 2 TEACUP","","LAD",20,1,0.500,0.333,0.014,0.212310,3,2,0.000,"","",6,4,"","","","  R"," GG"," 44"," 2"," 3"
"      519677","HERITAGE ROSE CUP AND SAUCER SET","      519677","LAD",1,1,1.000,0.333,0.014,0.009570,3,1,0.000,"","",6,4,"ASH","122","","  R"," FF"," 44"," 4"," 5"
"      519678","Heritage Rose Tea Bag Holder","      519678","LAD",7,12,2.000,0.063,0.003,0.007680,192,6,287.000,"","",6,4,"ASH","122","","  R"," FF"," 39"," 4"," 1"
"      519679","HERITAGE ROSE SCATTER TRAY","      519679","LAD",15,6,0.500,0.125,0.005,0.028480,48,12,342.000,"","",6,4,"ASH","122","","  R"," FF"," 39"," 4"," 2"
"      519679","HERITAGE ROSE SCATTER TRAY","      519679","LAD",1,4,4.000,0.083,0.003,0.001550,48,1,342.000,"","",6,4,"ASH","122","","  R"," HH"," 48"," 3"," 8"
"      519681","Heritage Rose 6pk Coaster","      519681","LAD",14,6,0.667,0.167,0.007,0.020820,36,9,134.000,"","",6,4,"ASH","122","","  R"," GG"," 33"," 2"," 7"
"      519681","Heritage Rose 6pk Coaster","      519681","LAD",1,1,1.000,0.028,0.001,0.000380,36,1,134.000,"","",6,4,"ASH","122","","  R"," HH"," 42"," 1"," 7"
"      519682","Heritage Rose Kitchen Towel","      519682","LAD",15,6,0.500,0.050,0.002,0.069100,120,12,55.000,"","",6,4,"ASH","122","","  R"," FF"," 48"," 1"," 5"
"      519684","LISBON WIDE FLARE MUG","      519684","LAD",22,6,0.400,0.250,0.010,0.177660,24,15,195.000,"","",6,4,"ASH","122","","  R"," FF"," 48"," 4"," 4"
"      519684","LISBON WIDE FLARE MUG","      519684","LAD",1,2,2.000,0.083,0.003,0.001980,24,1,195.000,"","",6,4,"ASH","122","","  R"," MM"," 26"," C"," 2"
"      519684","LISBON WIDE FLARE MUG","      519684","LAD",1,5,5.000,0.208,0.009,0.004950,24,1,195.000,"","",6,4,"ASH","122","","  R"," HH"," 38"," 1","17"
"      519684","LISBON WIDE FLARE MUG","      519684","LAD",1,2,2.000,0.083,0.003,0.001980,24,1,195.000,"","",6,4,"ASH","122","","  R"," HH"," 48"," 5"," 3"
"      519685","Lisbon 3 Piece Infuser","      519685","LAD",9,12,1.500,0.500,0.021,0.129900,24,8,403.000,"","",6,4,"ASH","122","","  R"," FF"," 48"," 4"," 5"
"      519685","Lisbon 3 Piece Infuser","      519685","LAD",1,1,1.000,0.042,0.002,0.001600,24,1,403.000,"","",6,4,"ASH","122","","  R"," MM"," 16"," A"," 2"
"      519686","Lisbon Cup and Saucer","      519686","LAD",9,6,0.750,0.500,0.021,0.138460,12,8,324.000,"","",6,4,"ASH","122","","  R"," FF"," 48"," 4"," 6"
"      519686","Lisbon Cup and Saucer","      519686","LAD",1,2,2.000,0.167,0.007,0.004900,12,1,324.000,"","",6,4,"ASH","122","","  R"," HH"," 42"," 4","18"
"      519690","Lisbon 6pk Placemat","      519690","LAD",13,4,0.444,0.500,0.021,0.100620,8,9,188.000,"","",6,4,"ASH","122","","  R"," GG"," 31"," 2"," 5"
"      519691","Lisbon 6pk Coaster","      519691","LAD",12,12,1.333,0.333,0.014,0.029890,36,9,128.000,"","",6,4,"ASH","122","","  R"," GG"," 29"," 3"," 4"
"      519691","Lisbon 6pk Coaster","      519691","LAD",1,2,2.000,0.056,0.002,0.000760,36,1,128.000,"","",6,4,"ASH","122","","  R"," HH"," 44"," 1","10"
"      519692","Lisbon Kitchen Towel","      519692","LAD",11,12,1.200,0.100,0.004,0.077400,120,10,567.000,"","",6,4,"ASH","122","","  R"," FF"," 34"," 2"," 6"
"      519693","Lisbon Trivet","      519693","LAD",3,1,0.333,0.056,0.002,0.009480,18,3,134.000,"","",6,4,"ASH","122","","  R"," GG"," 27"," 2"," 5"
"      519693","Lisbon Trivet","      519693","LAD",1,2,2.000,0.111,0.005,0.001320,18,1,134.000,"","",6,4,"ASH","122","","  R"," HH"," 37"," 2"," 2"
"      519699","Mystic Marble Starter Pack 24 Tra","      519699","LAD",4,12,12.000,0.500,0.021,0.054200,24,1,1392.000,"","",6,4,"ASH","125","","  R"," NN"," 44"," B"," 1"
"      519701","Beauty of Horses Cantering 1000 P","      519701","LAD",1,4,4.000,0.333,0.014,0.012000,12,1,655.000,"","",6,4,"ASH","124","","  R"," FF"," 43"," 4"," 1"
"      519711","Heritage Rose 6pk Placemat","      519711","LAD",13,4,0.500,0.500,0.021,0.100620,8,8,203.000,"","",6,4,"ASH","122","","  R"," GG"," 33"," 2"," 5"
"      519711","Heritage Rose 6pk Placemat","      519711","LAD",1,2,2.000,0.250,0.010,0.005280,8,1,203.000,"","",6,4,"ASH","122","","  R"," HH"," 38"," 2","18"
"      519712","DELIGHTFUL DOGS PUG CITY MUG","      519712","LAD",12,6,0.667,0.250,0.010,0.127270,24,9,649.000,"","",6,4,"ASH","124","","  R"," GG"," 23"," 1"," 3"
"      519713","DELIGHTFUL DOGS KING CHARLES CAVA","      519713","LAD",19,6,0.500,0.250,0.010,0.215370,24,12,467.000,"","",6,4,"ASH","124","","  R"," GG"," 44"," 3"," 1"
"      519713","DELIGHTFUL DOGS KING CHARLES CAVA","      519713","LAD",1,1,1.000,0.042,0.002,0.000680,24,1,467.000,"","",6,4,"ASH","124","","  R"," FF"," 46"," D"," 1"
"      519714","DELIGHTFUL DOGS BORDER COLLIE CIT","      519714","LAD",25,6,0.353,0.250,0.010,0.264330,24,17,35.000,"","",6,4,"ASH","124","","  R"," GG"," 44"," 2"," 1"
"      519715","DELIGHTFUL DOGS JACK RUSSELL CITY","      519715","LAD",12,6,0.600,0.250,0.010,0.117480,24,10,389.000,"","",6,4,"ASH","124","","  R"," GG"," 23"," 1"," 5"
"      519715","DELIGHTFUL DOGS JACK RUSSELL CITY","      519715","LAD",1,1,1.000,0.042,0.002,0.000680,24,1,389.000,"","",6,4,"ASH","124","","  R"," FF"," 48"," D"," 1"
"      519716","DELIGHTFUL DOGS DACHSHUND CITY MU","      519716","LAD",18,6,0.400,0.250,0.010,0.195800,24,15,429.000,"","",6,4,"ASH","124","","  R"," GG"," 32"," 3"," 2"
"      519716","DELIGHTFUL DOGS DACHSHUND CITY MU","      519716","LAD",1,2,2.000,0.083,0.003,0.001350,24,1,429.000,"","",6,4,"ASH","124","","  R"," FF"," 35"," B"," 1"
"      519717","DELIGHTFUL DOGS FRENCH BULLDOG CI","      519717","LAD",9,6,0.750,0.250,0.010,0.107690,24,8,887.000,"","",6,4,"ASH","124","","  R"," GG"," 32"," 3"," 3"
"      519718","Delightful Dogs Pug Kitchen Towel","      519718","LAD",3,6,2.000,0.050,0.002,0.011400,120,3,347.000,"","",6,4,"ASH","124","","  R"," EE"," 42"," 1"," 5"
"      519719","Delightful Dogs King Charles Cav","      519719","LAD",4,6,1.500,0.050,0.002,0.015200,120,4,198.000,"","",6,4,"ASH","124","","  R"," EE"," 42"," 1"," 6"
"      519720","Delightful Dogs Border Collie Kit","      519720","LAD",5,6,2.000,0.050,0.002,0.022800,120,3,36.000,"","",6,4,"ASH","124","","  R"," EE"," 42"," 2"," 1"
"      519721","Delightful Dogs Jack Russell Kitc","      519721","LAD",6,6,1.000,0.050,0.002,0.019700,120,6,221.000,"","",6,4,"ASH","124","","  R"," EE"," 42"," 2"," 2"
"      519722","Delightful Dogs Dachshund Kitchen","      519722","LAD",6,6,1.500,0.050,0.002,0.022800,120,4,78.000,"","",6,4,"ASH","124","","  R"," EE"," 42"," 2"," 3"
"      519723","Delightful Dogs French Bulldog Ki","      519723","LAD",3,6,3.000,0.050,0.002,0.015200,120,2,318.000,"","",6,4,"ASH","124","","  R"," EE"," 42"," 2"," 4"
"      519730","Native Grace Wattle Drink Bottle","      519730","LAD",13,6,0.667,0.250,0.010,0.165770,24,9,150.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 1"," 1"
"      519731","Native Grace Waratah Drink Bottle","      519731","LAD",12,6,0.600,0.250,0.010,0.117190,24,10,192.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 1"," 2"
"      519731","Native Grace Waratah Drink Bottle","      519731","LAD",1,2,2.000,0.083,0.003,0.003650,24,1,192.000,"","",6,4,"ASH","120","","  R"," GG"," 23"," D"," 1"
"      519732","Native Grace Blue Gum Drink Bottl","      519732","LAD",13,6,0.667,0.250,0.010,0.152250,24,9,70.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 1"," 3"
"      519733","Native Grace Bottlebrush Drink Bo","      519733","LAD",4,12,3.000,0.500,0.021,0.067540,24,4,388.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 1"," 4"
"      519733","Native Grace Bottlebrush Drink Bo","      519733","LAD",1,2,2.000,0.083,0.003,0.003650,24,1,388.000,"","",6,4,"ASH","120","","  R"," OO"," 38"," D"," 2"
"      519734","Fauna of Aus Koala and Wren Drink","      519734","LAD",6,1,0.167,0.042,0.002,0.073010,24,6,171.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 1"," 5"
"      519735","Fauna of Aus Echidna and Finch Dr","      519735","LAD",1,6,6.000,0.250,0.010,0.013510,24,1,104.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 1"," 6"
"      519736","Fauna of Aus Kangaroo and Joey Dr","      519736","LAD",2,6,3.000,0.250,0.010,0.027020,24,2,420.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 2"," 1"
"      519737","Fauna of Aus Kookaburras Drink Bo","      519737","LAD",3,1,0.333,0.042,0.002,0.042340,24,3,430.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 2"," 2"
"      519738","Aus Bird and Flora Kookaburra Dri","      519738","LAD",6,12,2.400,0.500,0.021,0.073010,24,5,375.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 2"," 3"
"      519738","Aus Bird and Flora Kookaburra Dri","      519738","LAD",1,1,1.000,0.042,0.002,0.001820,24,1,375.000,"","",6,4,"ASH","120","","  R"," HH"," 39"," 4","12"
"      519739","Aus Bird and Flora Magpie Drink B","      519739","LAD",10,6,0.667,0.250,0.010,0.113530,24,9,320.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 2"," 4"
"      519741","Aus Bird and Flora Blue Wren Drin","      519741","LAD",8,6,1.000,0.250,0.010,0.096390,24,6,99.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 2"," 5"
"      519742","Aus Bird and Flora Major Mitchell","      519742","LAD",8,6,0.750,0.250,0.010,0.086510,24,8,317.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 2"," 6"
"      519743","Ikuntji Bushtucker Story Drink Bo","      519743","LAD",9,6,0.750,0.250,0.010,0.163910,24,8,123.000,"","",6,4,"ASH","128","","  R"," DD"," 42"," 3"," 1"
"      519743","Ikuntji Bushtucker Story Drink Bo","      519743","LAD",1,2,2.000,0.083,0.003,0.003650,24,1,123.000,"","",6,4,"ASH","128","","  R"," NN"," 13"," C"," 1"
"      519744","Ikuntji Kalaya Tjukurrpa Drink Bo","      519744","LAD",6,6,1.200,0.250,0.010,0.121570,24,5,184.000,"","",6,4,"ASH","128","","  R"," DD"," 42"," 3"," 2"
"      519745","Ikuntji Tali at Kalkuda Drink Bot","      519745","LAD",10,1,0.125,0.042,0.002,0.152230,24,8,117.000,"","",6,4,"ASH","128","","  R"," DD"," 42"," 3"," 3"
"      519746","Ikuntji Water Dreaming Drink Bott","      519746","LAD",9,6,0.750,0.250,0.010,0.152220,24,8,76.000,"","",6,4,"ASH","128","","  R"," DD"," 42"," 3"," 4"
"      519746","Ikuntji Water Dreaming Drink Bott","      519746","LAD",1,2,2.000,0.083,0.003,0.003650,24,1,76.000,"","",6,4,"ASH","128","","  R"," HH"," 39"," 4"," 6"
"      519751","Lavender Fields Drink Bottle","      519751","LAD",2,1,0.500,0.042,0.002,0.007290,24,2,448.000,"","",6,4,"ASH","120","","  R"," HH"," 39"," 4"," 7"
"      519751","Lavender Fields Drink Bottle","      519751","LAD",1,1,1.000,0.042,0.002,0.001820,24,1,448.000,"","",6,4,"ASH","120","","  R"," DD"," 42"," 3"," 5"
"      519752","Poppies AWM Drink Bottle","      519752","LAD",7,6,0.857,0.250,0.010,0.073000,24,7,376.000,"","",6,4,"ASH","122","","  R"," DD"," 42"," 3"," 6"
"      519753","Floral Symphony Drink Bottle","      519753","LAD",1,6,6.000,0.250,0.010,0.013510,24,1,401.000,"","",6,4,"ASH","125","","  R"," DD"," 42"," 4"," 1"
"      519753","Floral Symphony Drink Bottle","      519753","LAD",1,2,2.000,0.083,0.003,0.003650,24,1,401.000,"","",6,4,"ASH","125","","  R"," HH"," 38"," 5"," 2"
"      519754","Garry Purch Moonlight Drink Bottl","      519754","LAD",4,6,1.500,0.250,0.010,0.054040,24,4,142.000,"","",6,4,"ASH","128","","  R"," DD"," 42"," 4"," 2"
"      519754","Garry Purch Moonlight Drink Bottl","      519754","LAD",2,2,1.000,0.083,0.003,0.007300,24,2,142.000,"","",6,4,"ASH","128","","  R"," HH"," 39"," 4"," 8"
"      519755","Garry Purch Southern Cross Drink","      519755","LAD",12,6,0.667,0.250,0.010,0.162120,24,9,291.000,"","",6,4,"ASH","128","","  R"," DD"," 42"," 4"," 3"
"      519755","Garry Purch Southern Cross Drink","      519755","LAD",1,2,2.000,0.083,0.003,0.003650,24,1,291.000,"","",6,4,"ASH","128","","  R"," HH"," 39"," 4"," 9"
"      519756","Heritage Rose Drink Bottle","      519756","LAD",7,6,1.000,0.250,0.010,0.084690,24,6,352.000,"","",6,4,"ASH","122","","  R"," DD"," 42"," 4"," 4"
"      519756","Heritage Rose Drink Bottle","      519756","LAD",2,2,1.000,0.083,0.003,0.007300,24,2,352.000,"","",6,4,"ASH","122","","  R"," HH"," 43"," 1"," 3"
"      519757","DELIGHTFUL DOGS LABRADOR CITY MUG","      519757","LAD",10,6,0.667,0.250,0.010,0.097900,24,9,653.000,"","",6,4,"ASH","124","","  R"," GG"," 30"," 2"," 1"
"      519758","DELIGHTFUL DOGS CAVOODLE CITY MUG","      519758","LAD",16,6,0.750,0.250,0.010,0.147530,24,8,355.000,"","",6,4,"ASH","124","","  R"," GG"," 34"," 2"," 6"
"      519758","DELIGHTFUL DOGS CAVOODLE CITY MUG","      519758","LAD",1,1,1.000,0.042,0.002,0.000680,24,1,355.000,"","",6,4,"ASH","124","","  R"," FF"," 25"," B"," 1"
"      519759","DELIGHTFUL DOGS STAFFY TERRIER CI","      519759","LAD",14,6,0.500,0.250,0.010,0.146850,24,12,666.000,"","",6,4,"ASH","124","","  R"," GG"," 34"," 3"," 3"
"      519760","DELIGHTFUL DOGS GOLDEN RETRIEVER","      519760","LAD",20,6,0.400,0.250,0.010,0.195800,24,15,425.000,"","",6,4,"ASH","124","","  R"," GG"," 34"," 1"," 2"
