item,des,externalid,owner,hits,units,aveunitday,cases,pallets,cube,unitpcase,dayshit,physqty,contnum,familycode,ti,hi,majgroup,mingroup,catagory,loccode,aisle,bay,level,position
"      519168","Fauna of Aus Platypus and Turtle","      519168","LAD",1,1,1.000,0.056,0.002,0.000660,18,1,107.000,"","",6,4,"ASH","120","","  R"," GG"," 29"," 2"," 3"
"      519169","Fauna of Aus 6pk Placemat","      519169","LAD",10,4,0.400,0.500,0.021,0.050650,8,10,72.000,"","",6,4,"ASH","120","","  R"," GG"," 29"," 2"," 4"
"      519169","Fauna of Aus 6pk Placemat","      519169","LAD",1,2,2.000,0.250,0.010,0.004050,8,1,72.000,"","",6,4,"ASH","120","","  R"," MM"," 36"," B"," 2"
"      519170","Fauna of Aus 6pk Coaster","      519170","LAD",11,6,0.600,0.167,0.007,0.047890,36,10,29.000,"","",6,4,"ASH","120","","  R"," GG"," 29"," 2"," 5"
"      519171","Fauna of Aus Koala and Wren Kitch","      519171","LAD",6,6,1.200,0.050,0.002,0.030400,120,5,597.000,"","",6,4,"ASH","120","","  R"," HH"," 31"," 1"," 2"
"      519172","Fauna of Aus Kookaburras Kitchen","      519172","LAD",2,6,3.000,0.050,0.002,0.007600,120,2,508.000,"","",6,4,"ASH","120","","  R"," HH"," 22"," 1"," 3"
"      519173","Fauna of Aus Kangaroo and Joey Ki","      519173","LAD",4,6,1.500,0.050,0.002,0.019000,120,4,751.000,"","",6,4,"ASH","120","","  R"," HH"," 22"," 1"," 4"
"      519174","Fauna of Aus Echidna and Finch Ki","      519174","LAD",3,6,2.000,0.050,0.002,0.011400,120,3,1107.000,"","",6,4,"ASH","120","","  R"," HH"," 22"," 1"," 5"
"      519175","Fauna of Aus Wombat and Lizard Ki","      519175","LAD",4,6,1.500,0.050,0.002,0.019000,120,4,1105.000,"","",6,4,"ASH","120","","  R"," HH"," 22"," 2"," 1"
"      519176","Fauna of Aus Tasmanian Devils Kit","      519176","LAD",1,6,6.000,0.050,0.002,0.003800,120,1,233.000,"","",6,4,"ASH","120","","  R"," HH"," 22"," 3"," 2"
"      519177","Fauna of Aus Platypus and Turtle","      519177","LAD",1,6,6.000,0.050,0.002,0.003800,120,1,178.000,"","",6,4,"ASH","120","","  R"," HH"," 22"," 3"," 3"
"      519178","Fauna of Aus Koala and Wren 500 P","      519178","LAD",5,4,1.000,0.333,0.014,0.029940,12,4,266.000,"","",6,4,"ASH","120","","  R"," GG"," 29"," 2"," 9"
"      519178","Fauna of Aus Koala and Wren 500 P","      519178","LAD",1,1,1.000,0.083,0.003,0.002100,12,1,266.000,"","",6,4,"ASH","120","","  R"," HH"," 40"," 3","20"
"      519178","Fauna of Aus Koala and Wren 500 P","      519178","LAD",1,1,1.000,0.083,0.003,0.002100,12,1,266.000,"","",6,4,"ASH","120","","  R"," OO"," 35"," C"," 1"
"      519179","Fauna of Aus Kookaburras 500 Piec","      519179","LAD",4,4,1.000,0.333,0.014,0.034320,12,4,512.000,"","",6,4,"ASH","120","","  R"," GG"," 29"," 3"," 2"
"      519179","Fauna of Aus Kookaburras 500 Piec","      519179","LAD",1,1,1.000,0.083,0.003,0.002100,12,1,512.000,"","",6,4,"ASH","120","","  R"," BB"," 28"," D"," 2"
"      519180","Fauna of Aus Kangaroo and Joey 50","      519180","LAD",1,4,4.000,0.333,0.014,0.008580,12,1,795.000,"","",6,4,"ASH","120","","  R"," GG"," 29"," 3"," 9"
"      519180","Fauna of Aus Kangaroo and Joey 50","      519180","LAD",2,1,0.500,0.083,0.003,0.004200,12,2,795.000,"","",6,4,"ASH","120","","  R"," HH"," 45"," 1"," 5"
"      519186","Fauna of Aus Kookaburras Mini Gal","      519186","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,273.000,"","",6,4,"ASH","120","","  R"," HH"," 45"," 5"," 3"
"      519187","Fauna of Aus Kangaroo and Joey Mi","      519187","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,220.000,"","",6,4,"ASH","120","","  R"," HH"," 40"," 4","20"
"      519197","Ikuntji Water Dreaming City Mug","      519197","LAD",2,6,3.000,0.250,0.010,0.011140,24,2,32.000,"","",6,4,"ASH","128","","  R"," GG"," 31"," 2"," 1"
"      519198","Ikuntji Tali at Kalkuda City Mug","      519198","LAD",1,1,1.000,0.042,0.002,0.001180,24,1,69.000,"","",6,4,"ASH","128","","  R"," GG"," 31"," 2"," 3"
"      519199","Ikuntji Kalaya Tjukurrpa City Mug","      519199","LAD",2,6,6.000,0.250,0.010,0.019920,24,1,330.000,"","",6,4,"ASH","128","","  R"," GG"," 31"," 3"," 3"
"      519199","Ikuntji Kalaya Tjukurrpa City Mug","      519199","LAD",1,1,1.000,0.042,0.002,0.001180,24,1,330.000,"","",6,4,"ASH","128","","  R"," HH"," 48"," 5"," 5"
"      519200","Ikuntji Bushtucker Story City Mug","      519200","LAD",1,1,1.000,0.042,0.002,0.001180,24,1,242.000,"","",6,4,"ASH","128","","  R"," GG"," 31"," 3"," 4"
"      519203","Ikuntji Tali at Kalkuda Bamboo Tr","      519203","LAD",1,6,6.000,0.250,0.010,0.011970,24,1,272.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 1"," 5"
"      519204","Ikuntji Kalaya Tjukurrpa Bamboo T","      519204","LAD",1,6,6.000,0.250,0.010,0.011970,24,1,415.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 2"," 1"
"      519205","Ikuntji Bushtucker Story Bamboo T","      519205","LAD",4,1,0.250,0.042,0.002,0.037970,24,4,341.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 2"," 2"
"      519206","Ikuntji Water Dreaming Trinket Di","      519206","LAD",1,2,2.000,0.074,0.003,0.001350,27,1,102.000,"","",6,4,"ASH","128","","  R"," HH"," 43"," 1","18"
"      519207","Ikuntji Tali at Kalkuda Trinket D","      519207","LAD",4,9,2.250,0.333,0.014,0.025760,27,4,97.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 2"," 3"
"      519207","Ikuntji Tali at Kalkuda Trinket D","      519207","LAD",1,2,2.000,0.074,0.003,0.001350,27,1,97.000,"","",6,4,"ASH","128","","  R"," HH"," 40"," 4","17"
"      519208","Ikuntji Kalaya Tjukurrpa Trinket","      519208","LAD",1,2,2.000,0.074,0.003,0.001350,27,1,206.000,"","",6,4,"ASH","128","","  R"," HH"," 38"," 1","16"
"      519208","Ikuntji Kalaya Tjukurrpa Trinket","      519208","LAD",1,18,18.000,0.667,0.028,0.016270,27,1,206.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 2"," 9"
"      519209","Ikuntji Bushtucker Story Trinket","      519209","LAD",1,18,18.000,0.667,0.028,0.017750,27,1,233.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 3"," 1"
"      519210","Ikuntji Water Dreaming Bamboo Sca","      519210","LAD",3,6,3.000,0.125,0.005,0.004890,48,2,342.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 3"," 2"
"      519211","Ikuntji Tali at Kalkuda Bamboo Sc","      519211","LAD",2,6,6.000,0.125,0.005,0.003260,48,1,323.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 3"," 3"
"      519212","Ikuntji Kalaya Tjukurrpa Bamboo S","      519212","LAD",1,6,6.000,0.125,0.005,0.001630,48,1,431.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 3"," 6"
"      519213","Ikuntji Bushtucker Story Bamboo S","      519213","LAD",1,6,6.000,0.125,0.005,0.001630,48,1,425.000,"","",6,4,"ASH","128","","  R"," GG"," 33"," 3"," 8"
"      519218","Ikuntji Assorted Ceramic 4pk Coas","      519218","LAD",3,6,2.000,0.333,0.014,0.017640,18,3,34.000,"","",6,4,"ASH","128","","  R"," GG"," 37"," 2"," 3"
"      519218","Ikuntji Assorted Ceramic 4pk Coas","      519218","LAD",1,2,2.000,0.111,0.005,0.001320,18,1,34.000,"","",6,4,"ASH","128","","  R"," HH"," 39"," 3","18"
"      519219","Ikuntji Assorted 4pk Magnet","      519219","LAD",3,2,0.667,0.067,0.003,0.014570,30,3,198.000,"","",6,4,"ASH","128","","  R"," GG"," 37"," 3"," 5"
"      519220","Ikuntji Water Dreaming Kitchen To","      519220","LAD",6,6,1.000,0.050,0.002,0.013680,120,6,49.000,"","",6,4,"ASH","128","","  R"," HH"," 22"," 3"," 5"
"      519221","Ikuntji Tali at Kalkuda Kitchen T","      519221","LAD",3,6,2.000,0.050,0.002,0.006840,120,3,0.000,"","",6,4,"ASH","128","","  R"," HH"," 24"," 1"," 4"
"      519221","Ikuntji Tali at Kalkuda Kitchen T","      519221","LAD",2,3,1.500,0.025,0.001,0.001290,120,2,0.000,"","",6,4,"ASH","128","","  R"," HH"," 37"," 5","17"
"      519222","Ikuntji Kalaya Tjukurrpa Kitchen","      519222","LAD",2,6,3.000,0.050,0.002,0.004560,120,2,201.000,"","",6,4,"ASH","128","","  R"," HH"," 24"," 2"," 1"
"      519223","Ikuntji Bushtucker Story Kitchen","      519223","LAD",2,6,3.000,0.050,0.002,0.004560,120,2,147.000,"","",6,4,"ASH","128","","  R"," HH"," 24"," 2"," 4"
"      519229","Garry Purch Moonlight 500ml Infus","      519229","LAD",3,2,0.667,0.167,0.007,0.021280,12,3,408.000,"","",6,4,"ASH","128","","  R"," FF"," 44"," 4"," 1"
"      519230","GARRY PURCH MOONLIGHT CAN MUG","      519230","LAD",6,6,1.000,0.250,0.010,0.036980,24,6,655.000,"","",6,4,"ASH","128","","  R"," FF"," 46"," 1"," 7"
"      519230","GARRY PURCH MOONLIGHT CAN MUG","      519230","LAD",2,3,1.500,0.125,0.005,0.006050,24,2,655.000,"","",6,4,"ASH","128","","  R"," HH"," 47"," 3","12"
"      519231","GARRY PURCH MOONLIGHT TRAVEL MUG","      519231","LAD",1,3,3.000,0.125,0.005,0.005290,24,1,784.000,"","",6,4,"ASH","128","","  R"," HH"," 41"," 4"," 7"
"      519232","GARRY PURCH MOONLIGHT TRINKET DIS","      519232","LAD",1,1,1.000,0.037,0.002,0.000660,27,1,511.000,"","",6,4,"ASH","128","","  R"," FF"," 30"," 1"," 7"
"      519234","Garry Purch Moonlight Trivet","      519234","LAD",1,6,6.000,0.333,0.014,0.004410,18,1,419.000,"","",6,4,"ASH","128","","  R"," GG"," 29"," 2"," 2"
"      519235","Garry Purch Moonlight Ceramic 4pk","      519235","LAD",1,6,6.000,0.333,0.014,0.004410,18,1,366.000,"","",6,4,"ASH","128","","  R"," FF"," 33"," 3"," 5"
"      519236","Garry Purch Moonlight Kitchen Tow","      519236","LAD",2,6,3.000,0.050,0.002,0.007600,120,2,461.000,"","",6,4,"ASH","128","","  R"," GG"," 24"," 1"," 6"
"      519237","Garry Purch Moonlight Mini Galler","      519237","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,268.000,"","",6,4,"ASH","128","","  R"," GG"," 40"," 3"," 1"
"      519237","Garry Purch Moonlight Mini Galler","      519237","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,268.000,"","",6,4,"ASH","128","","  R"," FF"," 26"," C"," 2"
"      519238","Garry Purch Southern Cross 500ml","      519238","LAD",4,2,0.500,0.167,0.007,0.021290,12,4,338.000,"","",6,4,"ASH","128","","  R"," FF"," 46"," 4"," 4"
"      519239","GARRY PURCH SOUTHERN CROSS CAN MU","      519239","LAD",14,6,0.545,0.250,0.010,0.099880,24,11,135.000,"","",6,4,"ASH","128","","  R"," FF"," 30"," 1"," 8"
"      519239","GARRY PURCH SOUTHERN CROSS CAN MU","      519239","LAD",1,2,2.000,0.083,0.003,0.002420,24,1,135.000,"","",6,4,"ASH","128","","  R"," NN"," 12"," A"," 1"
"      519240","GARRY PURCH SOUTHERN CROSS TRAVEL","      519240","LAD",5,1,0.200,0.042,0.002,0.038920,24,5,559.000,"","",6,4,"ASH","128","","  R"," FF"," 30"," 2"," 7"
"      519241","GARRY PURCH SOUTHERN CROSS TRINKE","      519241","LAD",1,9,9.000,0.333,0.014,0.006610,27,1,332.000,"","",6,4,"ASH","128","","  R"," FF"," 30"," 2"," 8"
"      519242","Garry Purch Southern Cross Scatte","      519242","LAD",2,6,3.000,0.125,0.005,0.007600,48,2,318.000,"","",6,4,"ASH","128","","  R"," FF"," 39"," 4"," 4"
"      519243","Garry Purch Southern Cross Trivet","      519243","LAD",1,1,1.000,0.056,0.002,0.000660,18,1,293.000,"","",6,4,"ASH","128","","  R"," GG"," 27"," 2"," 3"
"      519244","Garry Purch Southern Cross Cerami","      519244","LAD",3,6,2.000,0.333,0.014,0.013230,18,3,273.000,"","",6,4,"ASH","128","","  R"," FF"," 33"," 3"," 4"
"      519245","Garry Purch Southern Cross Kitche","      519245","LAD",3,6,2.000,0.050,0.002,0.011400,120,3,255.000,"","",6,4,"ASH","128","","  R"," GG"," 31"," 1"," 6"
"      519246","Garry Purch Southern Cross Mini G","      519246","LAD",2,6,3.000,0.125,0.005,0.001940,48,2,202.000,"","",6,4,"ASH","128","","  R"," GG"," 40"," 3"," 2"
"      519246","Garry Purch Southern Cross Mini G","      519246","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,202.000,"","",6,4,"ASH","128","","  R"," FF"," 20"," B"," 1"
"      519247","Native Grace 6pk Placemat","      519247","LAD",23,4,0.308,0.500,0.021,0.157970,8,13,103.000,"","",6,4,"ASH","120","","  R"," GG"," 37"," 3"," 6"
"      519247","Native Grace 6pk Placemat","      519247","LAD",2,1,0.500,0.125,0.005,0.004060,8,2,103.000,"","",6,4,"ASH","120","","  R"," PP"," 38"," D"," 2"
"      519248","Native Grace 6pk Coaster","      519248","LAD",18,6,0.545,0.167,0.007,0.090090,36,11,180.000,"","",6,4,"ASH","120","","  R"," GG"," 37"," 3"," 7"
"      519254","Native Grace Banksia Mini Gallery","      519254","LAD",2,1,0.500,0.021,0.001,0.000360,48,2,359.000,"","",6,4,"ASH","120","","  R"," GG"," 38"," 3"," 4"
"      519255","Native Grace Waratah Mini Gallery","      519255","LAD",3,6,2.000,0.125,0.005,0.002120,48,3,365.000,"","",6,4,"ASH","120","","  R"," GG"," 38"," 3"," 3"
"      519256","Native Grace Bottlebrush Mini Gal","      519256","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,442.000,"","",6,4,"ASH","120","","  R"," GG"," 38"," 3"," 5"
"      519257","Native Grace Blue Gum Mini Galler","      519257","LAD",2,6,3.000,0.125,0.005,0.001940,48,2,406.000,"","",6,4,"ASH","120","","  R"," GG"," 38"," 3"," 6"
"      519258","Native Grace Sturts Desert Pea Mi","      519258","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,420.000,"","",6,4,"ASH","120","","  R"," HH"," 39"," 2","14"
"      519259","Native Grace Wattle Mini Gallery","      519259","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,400.000,"","",6,4,"ASH","120","","  R"," GG"," 38"," 3"," 9"
"      519259","Native Grace Wattle Mini Gallery","      519259","LAD",1,1,1.000,0.021,0.001,0.000180,48,1,400.000,"","",6,4,"ASH","120","","  R"," HH"," 38"," 1","18"
"      519359","Aus Bird and Flora Magpie 500 Pie","      519359","LAD",12,4,0.444,0.333,0.014,0.090000,12,9,622.000,"","",6,4,"ASH","120","","  R"," GG"," 39"," 2"," 4"
"      519359","Aus Bird and Flora Magpie 500 Pie","      519359","LAD",2,1,0.500,0.083,0.003,0.004200,12,2,622.000,"","",6,4,"ASH","120","","  R"," HH"," 40"," 4","10"
"      519360","Aus Bird and Flora Blue Wren 500","      519360","LAD",18,4,0.333,0.333,0.014,0.096120,12,12,698.000,"","",6,4,"ASH","120","","  R"," GG"," 39"," 3"," 4"
"      519360","Aus Bird and Flora Blue Wren 500","      519360","LAD",3,1,0.333,0.083,0.003,0.006300,12,3,698.000,"","",6,4,"ASH","120","","  R"," HH"," 45"," 3","20"
"      519361","Garry Purch Moonlight 1000 Piece","      519361","LAD",2,1,0.500,0.083,0.003,0.015000,12,2,216.000,"","",6,4,"ASH","128","","  R"," FF"," 41"," 4"," 1"
"      519361","Garry Purch Moonlight 1000 Piece","      519361","LAD",2,1,0.500,0.083,0.003,0.006000,12,2,216.000,"","",6,4,"ASH","128","","  R"," HH"," 44"," 5"," 9"
"      519362","Garry Purch Southern Cross 1000 P","      519362","LAD",3,4,1.333,0.333,0.014,0.027000,12,3,533.000,"","",6,4,"ASH","128","","  R"," FF"," 41"," 4"," 2"
"      519363","Native Grace 500 Piece Puzzle","      519363","LAD",31,1,0.053,0.083,0.003,0.140590,12,19,1004.000,"","",6,4,"ASH","120","","  R"," GG"," 39"," 3"," 5"
"      519363","Native Grace 500 Piece Puzzle","      519363","LAD",1,1,1.000,0.083,0.003,0.002100,12,1,1004.000,"","",6,4,"ASH","120","","  R"," OO"," 44"," D"," 2"
"      519364","WILDLIFE AUSTRALIA TREETOPS 500 P","      519364","LAD",14,4,0.364,0.333,0.014,0.081240,12,11,931.000,"","",6,4,"ASH","120","","  R"," GG"," 39"," 3"," 6"
"      519364","WILDLIFE AUSTRALIA TREETOPS 500 P","      519364","LAD",1,1,1.000,0.083,0.003,0.002100,12,1,931.000,"","",6,4,"ASH","120","","  R"," OO"," 36"," B"," 2"
"      519365","WILDLIFE AUSTRALIA GRASSLANDS 500","      519365","LAD",2,4,4.000,0.333,0.014,0.010680,12,1,762.000,"","",6,4,"ASH","120","","  R"," GG"," 41"," 1"," 6"
"      519367","Working the Land High Country 500","      519367","LAD",4,4,1.000,0.333,0.014,0.027840,12,4,524.000,"","",6,4,"ASH","124","","  R"," GG"," 41"," 2"," 5"
"      519368","Purple Poppies AWM Teapot and 2 T","      519368","LAD",1,1,1.000,0.333,0.014,0.010110,3,1,121.000,"","",6,4,"ASH","122","","  R"," EE"," 42"," 1"," 4"
"      519369","Lavender Fields Teapot and 2 Teac","      519369","LAD",2,2,1.000,0.667,0.028,0.030330,3,2,321.000,"","",6,4,"ASH","122","","  R"," II"," 44"," 2"," 4"
"      519370","Native Grace 6pk Magnet","      519370","LAD",4,1,0.333,0.042,0.002,0.021930,24,3,77.000,"","",6,4,"ASH","120","","  R"," GG"," 41"," 3"," 1"
"      519371","Lavender Fields Ceramic/Acacia Pa","      519371","LAD",3,3,1.000,0.500,0.021,0.010980,6,3,114.000,"","",6,4,"ASH","123","","  R"," GG"," 43"," 1"," 1"
"      519371","Lavender Fields Ceramic/Acacia Pa","      519371","LAD",1,2,2.000,0.333,0.014,0.003700,6,1,114.000,"","",6,4,"ASH","123","","  R"," HH"," 42"," 3"," 2"
"      519373","Ikuntji Assorted 4pce Mug Set","      519373","LAD",1,3,3.000,0.750,0.031,0.017360,4,1,0.000,"","",6,4,"ASH","128","","  R"," GG"," 43"," 1"," 9"
"      519378","Fauna of Aus 6pk Magnet","      519378","LAD",2,1,0.500,0.042,0.002,0.007030,24,2,251.000,"","",6,4,"ASH","120","","  R"," GG"," 26"," 2"," 3"
"      519393","Barney Gumnut and Friends Insulat","      519393","LAD",2,4,2.000,0.167,0.007,0.006100,24,2,628.000,"","",6,4,"ASH","127","","  R"," GG"," 26"," 3"," 6"
"      519393","Barney Gumnut and Friends Insulat","      519393","LAD",1,1,1.000,0.042,0.002,0.001050,24,1,628.000,"","",6,4,"ASH","127","","  R"," HH"," 37"," 4","11"
"      519395","Aus Bird and Flora Penguin 500 Pi","      519395","LAD",6,1,0.200,0.083,0.003,0.045000,12,5,163.000,"","",6,4,"ASH","120","","  R"," GG"," 41"," 2"," 6"
"      519396","Aus Bird and Flora Major Mitchell","      519396","LAD",2,1,1.000,0.083,0.003,0.010680,12,1,442.000,"","",6,4,"ASH","120","","  R"," GG"," 39"," 2"," 1"
"      519397","Aus Bird and Flora Kookaburra 500","      519397","LAD",5,4,1.333,0.333,0.014,0.042900,12,3,562.000,"","",6,4,"ASH","120","","  R"," GG"," 39"," 2"," 2"
"      519412","Working the Land Kitchen Towel","      519412","LAD",3,6,2.000,0.050,0.002,0.011400,120,3,131.000,"","",6,4,"ASH","124","","  R"," FF"," 45"," 4"," 3"
"      519423","FLORAL SYMPHONY 1500ML TEAPOT","","LAD",9,2,0.286,0.333,0.014,0.076210,6,7,41.000,"","",6,4,"","","","  R"," FF"," 22"," 1"," 3"
"      519425","FLORAL SYMPHONY TULIP TEA FOR ONE","","LAD",7,8,2.000,0.333,0.014,0.155730,24,4,60.000,"","",6,4,"","","","  R"," GG"," 42"," 2"," 5"
"      519426","FLORAL SYMPHONY IRIS TEA FOR ONE","","LAD",9,4,0.667,0.167,0.007,0.184060,24,6,64.000,"","",6,4,"","","","  R"," FF"," 25"," 2"," 6"
"      519427","FLORAL SYMPHONY FREESIA TEA FOR O","","LAD",18,12,1.200,0.500,0.021,0.250450,24,10,141.000,"","",6,4,"","","","  R"," FF"," 48"," 4"," 3"
"      519427","FLORAL SYMPHONY FREESIA TEA FOR O","","LAD",3,2,1.000,0.083,0.003,0.032220,24,2,141.000,"","",6,4,"","","","  R"," HH"," 38"," 5","11"
"      519428","FLORAL SYMPHONY DAFFODIL TEA FOR","","LAD",21,4,0.286,0.167,0.007,0.299300,24,14,78.000,"","",6,4,"","","","  R"," FF"," 48"," 4"," 2"
"      519428","FLORAL SYMPHONY DAFFODIL TEA FOR","","LAD",1,1,1.000,0.042,0.002,0.001950,24,1,78.000,"","",6,4,"","","","  R"," MM"," 34"," D"," 1"
"      519429","FLORAL SYMPHONY ASSORTED 6PK PLAC","","LAD",1,2,2.000,0.250,0.010,0.004050,8,1,248.000,"","",6,4,"","","","  R"," GG"," 24"," C"," 1"
"      519429","FLORAL SYMPHONY ASSORTED 6PK PLAC","","LAD",15,4,0.364,0.500,0.021,0.083060,8,11,248.000,"","",6,4,"","","","  R"," GG"," 40"," 2"," 3"
"      519430","FLORAL SYMPHONY ASSORTED 6PK COAS","","LAD",16,2,0.154,0.056,0.002,0.022340,36,13,287.000,"","",6,4,"","","","  R"," GG"," 39"," 2"," 5"
"      519431","FLORAL SYMPHONY KITCHEN TOWEL","","LAD",6,6,1.200,0.050,0.002,0.053280,120,5,24.000,"","",6,4,"","","","  R"," GG"," 28"," 4"," 5"
"      519438","Feline Friends Cuddling Kittens T","      519438","LAD",4,6,2.000,0.250,0.010,0.050680,24,3,440.000,"","",6,4,"ASH","124","","  R"," GG"," 24"," 1"," 1"
"      519439","Feline Friends Bonding Buddies Tr","      519439","LAD",1,1,1.000,0.042,0.002,0.001940,24,1,576.000,"","",6,4,"ASH","124","","  R"," HH"," 38"," 3","10"
"      519440","Feline Friends Fixated Friends Tr","      519440","LAD",1,6,6.000,0.250,0.010,0.012670,24,1,624.000,"","",6,4,"ASH","124","","  R"," GG"," 24"," 1"," 3"
"      519440","Feline Friends Fixated Friends Tr","      519440","LAD",1,3,3.000,0.125,0.005,0.005810,24,1,624.000,"","",6,4,"ASH","124","","  R"," HH"," 45"," 1"," 6"
"      519441","Feline Friends Mothers Love Trave","      519441","LAD",1,6,6.000,0.250,0.010,0.012670,24,1,616.000,"","",6,4,"ASH","124","","  R"," GG"," 24"," 1"," 5"
"      519442","Feline Friends Cuddling Kittens R","      519442","LAD",2,6,3.000,0.030,0.001,0.002500,198,2,448.000,"","",6,4,"ASH","124","","  R"," FF"," 39"," 2"," 2"
"      519443","Feline Friends Bonding Buddies RP","      519443","LAD",2,1,0.500,0.005,0.000,0.000460,198,2,605.000,"","",6,4,"ASH","124","","  R"," HH"," 47"," 4"," 4"
"      519444","Feline Friends Fixated Friends RP","      519444","LAD",1,6,6.000,0.030,0.001,0.001250,198,1,542.000,"","",6,4,"ASH","124","","  R"," FF"," 41"," 2"," 4"
"      519444","Feline Friends Fixated Friends RP","      519444","LAD",1,2,2.000,0.010,0.000,0.000470,198,1,542.000,"","",6,4,"ASH","124","","  R"," HH"," 42"," 1","10"
"      519445","Feline Friends Mothers Love RPET","      519445","LAD",1,1,1.000,0.005,0.000,0.000230,198,1,623.000,"","",6,4,"ASH","124","","  R"," HH"," 47"," 4","10"
"      519473","Lavender Fields Travel Mug","      519473","LAD",1,1,1.000,0.042,0.002,0.001660,24,1,524.000,"","",6,4,"ASH","120","","  R"," PP"," 30"," B"," 2"
"      519475","Beauty of Horses Better Together","      519475","LAD",3,12,4.000,0.500,0.021,0.028650,24,3,961.000,"","",6,4,"ASH","124","","  R"," GG"," 44"," 2"," 5"
"      519475","Beauty of Horses Better Together","      519475","LAD",1,3,3.000,0.125,0.005,0.003710,24,1,961.000,"","",6,4,"ASH","124","","  R"," HH"," 45"," 4","13"
"      519476","Beauty of Horses Morning Graze Ci","      519476","LAD",4,12,4.000,0.500,0.021,0.045690,24,3,939.000,"","",6,4,"ASH","124","","  R"," GG"," 44"," 2"," 6"
"      519476","Beauty of Horses Morning Graze Ci","      519476","LAD",1,2,2.000,0.083,0.003,0.002470,24,1,939.000,"","",6,4,"ASH","124","","  R"," HH"," 42"," 5","15"
"      519477","Beauty of Horses Cantering Spirit","      519477","LAD",2,12,6.000,0.500,0.021,0.027410,24,2,947.000,"","",6,4,"ASH","124","","  R"," GG"," 44"," 2"," 7"
"      519477","Beauty of Horses Cantering Spirit","      519477","LAD",1,3,3.000,0.125,0.005,0.003710,24,1,947.000,"","",6,4,"ASH","124","","  R"," HH"," 47"," 3","21"
"      519478","Beauty of Horses In the Pasture C","      519478","LAD",4,12,4.000,0.500,0.021,0.045690,24,3,678.000,"","",6,4,"ASH","124","","  R"," GG"," 44"," 2"," 8"
"      519478","Beauty of Horses In the Pasture C","      519478","LAD",1,3,3.000,0.125,0.005,0.003710,24,1,678.000,"","",6,4,"ASH","124","","  R"," HH"," 44"," 1"," 4"
"      519479","BEAUTY OF HORSES BETTER TOGETHER","      519479","LAD",1,6,6.000,0.250,0.010,0.012800,24,1,232.000,"","",6,4,"ASH","124","","  R"," GG"," 43"," 3"," 3"
"      519480","BEAUTY OF HORSES MORNING GRAZE TR","      519480","LAD",1,6,6.000,0.250,0.010,0.012800,24,1,419.000,"","",6,4,"ASH","124","","  R"," GG"," 43"," 3"," 4"
"      519481","BEAUTY OF HORSES CANTERING SPIRIT","      519481","LAD",1,6,6.000,0.250,0.010,0.012800,24,1,531.000,"","",6,4,"ASH","124","","  R"," GG"," 43"," 3"," 5"
"      519481","BEAUTY OF HORSES CANTERING SPIRIT","      519481","LAD",1,2,2.000,0.083,0.003,0.003990,24,1,531.000,"","",6,4,"ASH","124","","  R"," HH"," 45"," 5","11"
"      519482","BEAUTY OF HORSES IN THE PASTURE T","      519482","LAD",3,6,2.000,0.250,0.010,0.027600,24,3,388.000,"","",6,4,"ASH","124","","  R"," GG"," 43"," 3"," 6"
"      519483","Beauty of Horses Better Together","      519483","LAD",1,2,2.000,0.042,0.002,0.000780,48,1,448.000,"","",6,4,"ASH","124","","  R"," HH"," 32"," 3"," 3"
"      519484","Beauty of Horses Morning Graze Sc","      519484","LAD",2,6,3.000,0.125,0.005,0.003260,48,2,336.000,"","",6,4,"ASH","124","","  R"," HH"," 32"," 3"," 5"
"      519486","Beauty of Horses In the Pasture S","      519486","LAD",2,12,6.000,0.250,0.010,0.004040,48,2,208.000,"","",6,4,"ASH","124","","  R"," GG"," 26"," 2"," 4"
"      519487","Beauty of Horses Better Together","      519487","LAD",1,12,12.000,0.063,0.003,0.000960,192,1,528.000,"","",6,4,"ASH","124","","  R"," GG"," 40"," 2"," 4"
"      519488","Beauty of Horses Morning Graze Te","      519488","LAD",1,12,12.000,0.063,0.003,0.000960,192,1,804.000,"","",6,4,"ASH","124","","  R"," GG"," 40"," 2"," 5"
"      519490","Beauty of Horses In the Pasture T","      519490","LAD",2,12,6.000,0.063,0.003,0.001920,192,2,780.000,"","",6,4,"ASH","124","","  R"," GG"," 40"," 2"," 6"
